,,,,,,,,,,,,,,Performance,,,,,,,Standard,,,,,,,,
Rk,Player,Gls,Sh,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Pos.,HOME/AWAY
,Daniel Ayala,0,1,9/17/2022,31-314,es ESP,Blackburn,@,Luton Town,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,12.5,0,DF,AWAY
,Daniel Ayala,0,0,11/20/2021,31-013,es ESP,Blackburn,@,Bristol City,eng Championship,D 1-1,N,47,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,8/6/2022,31-272,es ESP,Blackburn,@,Swansea City,eng Championship,W 3-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,9/18/2021,30-315,es ESP,Blackburn,@,Barnsley,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,8/28/2021,30-294,es ESP,Blackburn,@,Middlesbrough,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,1/15/2022,31-069,es ESP,Blackburn,@,Cardiff City,eng Championship,W 1-0,N,12,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Lewis Travis,0,0,9/17/2022,24-336,eng ENG,Blackburn,@,Luton Town,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,10/11/2022,24-360,eng ENG,Blackburn,@,Wigan Athletic,eng Championship,L 0-1,Y,82,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,1,12/10/2024,27-055,eng ENG,Blackburn,@,Sheffield Weds,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,26.5,0,MF,AWAY
,Lewis Travis,0,0,2/25/2023,25-132,eng ENG,Blackburn,@,QPR,eng Championship,W 3-1,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,12/21/2024,27-066,eng ENG,Blackburn,@,Millwall,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,11/13/2022,25-028,eng ENG,Blackburn,@,Burnley,eng Championship,L 0-3,Y,75,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,1,11/9/2024,27-024,eng ENG,Blackburn,@,Cardiff City,eng Championship,W 3-1,Y,90,0,1,1,0,0,0,0,1,0.00,0.00,1,100.0,13.2,0,MF,AWAY
,Lewis Travis,0,0,5/8/2023,25-204,eng ENG,Blackburn,@,Millwall,eng Championship,W 4-3,Y,45,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,12/26/2022,25-071,eng ENG,Blackburn,@,Sunderland,eng Championship,L 1-2,N,14,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,4/22/2023,25-188,eng ENG,Blackburn,@,Preston,eng Championship,D 1-1,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,1,2/23/2022,24-130,eng ENG,Blackburn,@,Sheffield Utd,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,29.1,0,MF,AWAY
,Lewis Travis,0,0,8/14/2021,23-302,eng ENG,Blackburn,@,Millwall,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,1,4/1/2023,25-167,eng ENG,Blackburn,@,Birmingham City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,16.6,0,"MF,DF",AWAY
,Lewis Travis,0,0,8/17/2024,26-306,eng ENG,Blackburn,@,Norwich City,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,1,2/11/2023,25-118,eng ENG,Blackburn,@,Watford,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,25.0,0,"MF,DF",AWAY
,Lewis Travis,0,0,10/29/2022,25-013,eng ENG,Blackburn,@,Hull City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,1,3/10/2023,25-145,eng ENG,Blackburn,@,Stoke City,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,30.2,0,"MF,DF",AWAY
,Lewis Travis,0,1,8/17/2022,24-305,eng ENG,Blackburn,@,Reading,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,24.7,0,"MF,DF",AWAY
,Lewis Travis,0,0,10/4/2022,24-353,eng ENG,Blackburn,@,Cardiff City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,11/1/2022,25-016,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-1,Y,78,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,2/14/2022,24-121,eng ENG,Blackburn,@,West Brom,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,1,8/20/2022,24-308,eng ENG,Blackburn,@,Sheffield Utd,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,29.0,0,"MF,DF",AWAY
,Lewis Travis,0,0,10/15/2022,24-364,eng ENG,Blackburn,@,Middlesbrough,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,10/4/2023,25-353,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-1,N,22,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,1/29/2022,24-105,eng ENG,Blackburn,@,Luton Town,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,1,8/31/2024,26-320,eng ENG,Blackburn,@,Burnley,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,15.6,0,MF,AWAY
,Lewis Travis,0,1,2/5/2022,24-112,eng ENG,Blackburn,@,Swansea City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,21.2,0,MF,AWAY
,Lewis Travis,0,2,3/19/2022,24-154,eng ENG,Blackburn,@,Reading,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,27.5,0,MF,AWAY
,Lewis Travis,0,1,11/20/2021,24-035,eng ENG,Blackburn,@,Bristol City,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,28.7,0,MF,AWAY
,Lewis Travis,0,0,9/23/2023,25-342,eng ENG,Blackburn,@,Ipswich Town,eng Championship,L 3-4,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,4/15/2022,24-181,eng ENG,Blackburn,@,P'borough Utd,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,1/15/2022,24-091,eng ENG,Blackburn,@,Cardiff City,eng Championship,W 1-0,Y,84,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,1,8/27/2023,25-315,eng ENG,Blackburn,@,Watford,eng Championship,W 1-0,Y,89,0,0,0,0,0,0,0,1,0.00,,0,0.0,25.1,0,"MF,DF",AWAY
,Lewis Travis,0,0,8/28/2021,23-316,eng ENG,Blackburn,@,Middlesbrough,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,4/10/2023,25-176,eng ENG,Blackburn,@,Huddersfield,eng Championship,D 2-2,Y,64,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,1,8/31/2022,24-319,eng ENG,Blackburn,@,Blackpool,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,26.1,0,"MF,DF",AWAY
,Lewis Travis,0,0,11/27/2021,24-042,eng ENG,Blackburn,@,Stoke City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,1,10/26/2024,27-010,eng ENG,Blackburn,@,Watford,eng Championship,L 0-1,Y,77,0,0,0,0,0,0,0,1,0.00,,0,0.0,32.2,0,MF,AWAY
,Lewis Travis,0,0,8/12/2023,25-300,eng ENG,Blackburn,@,Rotherham Utd,eng Championship,D 2-2,Y,56,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,10/19/2021,24-003,eng ENG,Blackburn,@,QPR,eng Championship,L 0-1,Y,33,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,10/5/2024,26-355,eng ENG,Blackburn,@,Plymouth Argyle,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,10/30/2021,24-014,eng ENG,Blackburn,@,Derby County,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,5/7/2022,24-203,eng ENG,Blackburn,@,Birmingham City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,10/7/2023,25-356,eng ENG,Blackburn,@,QPR,eng Championship,W 4-0,N,30,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,12/11/2021,24-056,eng ENG,Blackburn,@,Bournemouth,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,1,9/28/2021,23-347,eng ENG,Blackburn,@,Huddersfield,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,27.1,0,MF,AWAY
,Lewis Travis,0,0,1/25/2025,27-101,eng ENG,Blackburn,@,Bristol City,eng Championship,L 1-2,N,7,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,11/5/2023,26-020,eng ENG,Blackburn,@,Norwich City,eng Championship,W 3-1,N,27,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,4/2/2022,24-168,eng ENG,Blackburn,@,Coventry City,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,2,9/2/2023,25-321,eng ENG,Blackburn,@,Plymouth Argyle,eng Championship,L 0-3,Y,77,0,0,0,0,0,0,0,2,0.00,,0,0.0,20.8,0,"MF,DF",AWAY
,Lewis Travis,0,0,12/16/2023,26-061,eng ENG,Blackburn,@,Southampton,eng Championship,L 0-4,N,21,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,2/15/2023,25-122,eng ENG,Blackburn,@,West Brom,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,8/18/2021,23-306,eng ENG,Blackburn,@,Nott'ham Forest,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,11/25/2023,26-040,eng ENG,Blackburn,@,Stoke City,eng Championship,W 3-0,N,81,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,11/27/2024,27-042,eng ENG,Blackburn,@,Middlesbrough,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,3/5/2022,24-140,eng ENG,Blackburn,@,Fulham,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,9/22/2024,26-342,eng ENG,Blackburn,@,Preston,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,2,10/1/2024,26-351,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-3,Y,70,0,0,0,0,0,0,0,2,0.00,,0,0.0,22.5,0,MF,AWAY
,Lewis Travis,0,0,9/18/2021,23-337,eng ENG,Blackburn,@,Barnsley,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Lewis Travis,0,0,12/26/2023,26-071,eng ENG,Blackburn,@,Huddersfield,eng Championship,L 0-3,N,45,0,0,0,0,0,0,0,0,,,0,,,0,"MF,DF",AWAY
,Lewis Travis,0,0,10/2/2021,23-351,eng ENG,Blackburn,@,Blackpool,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Sammie Szmodics,0,0,2/20/2024,28-149,ie IRL,Blackburn,@,Cardiff City,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,Sammie Szmodics,0,1,5/8/2023,27-226,ie IRL,Blackburn,@,Millwall,eng Championship,W 4-3,Y,89,0,1,1,0,0,0,0,1,0.00,,0,0.0,25.2,0,"MF,FW",AWAY
,Sammie Szmodics,0,1,12/17/2022,27-084,ie IRL,Blackburn,@,Norwich City,eng Championship,W 2-0,N,32,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,25.1,0,"MF,FW",AWAY
,Sammie Szmodics,0,3,3/16/2024,28-174,ie IRL,Blackburn,@,Middlesbrough,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,14.8,0,"MF,FW",AWAY
,Sammie Szmodics,0,3,2/13/2024,28-142,ie IRL,Blackburn,@,Birmingham City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,18.6,0,"MF,FW",AWAY
,Sammie Szmodics,0,2,10/4/2023,28-010,ie IRL,Blackburn,@,Coventry City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,14.1,0,"MF,FW",AWAY
,Sammie Szmodics,0,1,2/15/2023,27-144,ie IRL,Blackburn,@,West Brom,eng Championship,D 1-1,N,27,0,0,0,0,0,0,0,1,0.00,,0,0.0,22.2,0,"MF,FW",AWAY
,Sammie Szmodics,0,4,10/24/2023,28-030,ie IRL,Blackburn,@,Millwall,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,4,0.00,0.00,2,50.0,12.7,0,"MF,FW",AWAY
,Sammie Szmodics,0,0,10/15/2022,27-021,ie IRL,Blackburn,@,Middlesbrough,eng Championship,W 2-1,N,26,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,Sammie Szmodics,0,0,8/20/2022,26-330,ie IRL,Blackburn,@,Sheffield Utd,eng Championship,L 0-3,Y,65,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,Sammie Szmodics,0,3,12/26/2023,28-093,ie IRL,Blackburn,@,Huddersfield,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,3,0.00,,0,0.0,19.4,0,"MF,FW",AWAY
,Sammie Szmodics,0,1,12/16/2023,28-083,ie IRL,Blackburn,@,Southampton,eng Championship,L 0-4,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,21.4,1,"MF,FW",AWAY
,Sammie Szmodics,0,1,11/1/2022,27-038,ie IRL,Blackburn,@,Coventry City,eng Championship,L 0-1,Y,79,0,0,0,0,0,0,0,1,0.00,,0,0.0,23.8,0,"MF,FW",AWAY
,Sammie Szmodics,0,1,8/27/2023,27-337,ie IRL,Blackburn,@,Watford,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,14.4,0,"MF,FW",AWAY
,Sammie Szmodics,0,0,2/11/2023,27-140,ie IRL,Blackburn,@,Watford,eng Championship,D 1-1,N,15,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,Sammie Szmodics,0,1,10/4/2022,27-010,ie IRL,Blackburn,@,Cardiff City,eng Championship,L 0-1,Y,67,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,14.4,0,"MF,FW",AWAY
,Sammie Szmodics,0,1,4/1/2023,27-189,ie IRL,Blackburn,@,Birmingham City,eng Championship,L 0-1,Y,80,0,0,0,0,0,0,0,1,0.00,,0,0.0,23.3,0,"MF,FW",AWAY
,Sammie Szmodics,0,7,9/2/2023,27-343,ie IRL,Blackburn,@,Plymouth Argyle,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,7,0.00,0.00,1,14.3,16.4,0,"MF,FW",AWAY
,Sammie Szmodics,0,0,10/11/2022,27-017,ie IRL,Blackburn,@,Wigan Athletic,eng Championship,L 0-1,Y,45,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,Sammie Szmodics,0,2,3/10/2023,27-167,ie IRL,Blackburn,@,Stoke City,eng Championship,L 2-3,Y,83,0,0,0,0,0,0,0,2,0.00,,0,0.0,23.6,0,"MF,FW",AWAY
,Sammie Szmodics,0,0,8/17/2022,26-327,ie IRL,Blackburn,@,Reading,eng Championship,L 0-3,Y,45,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,Sammie Szmodics,0,4,4/10/2023,27-198,ie IRL,Blackburn,@,Huddersfield,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,4,0.00,0.00,1,25.0,17.8,0,"MF,FW",AWAY
,Sammie Szmodics,0,2,4/10/2024,28-199,ie IRL,Blackburn,@,Bristol City,eng Championship,L 0-5,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,20.2,0,"MF,FW",AWAY
,Hayden Carter,0,0,10/24/2023,23-311,eng ENG,Blackburn,@,Millwall,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,12/26/2023,24-009,eng ENG,Blackburn,@,Huddersfield,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,2/25/2023,23-070,eng ENG,Blackburn,@,QPR,eng Championship,W 3-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,1,8/12/2023,23-238,eng ENG,Blackburn,@,Rotherham Utd,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,13.7,0,DF,AWAY
,Hayden Carter,0,0,1/13/2024,24-027,eng ENG,Blackburn,@,West Brom,eng Championship,L 1-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,1,4/10/2023,23-114,eng ENG,Blackburn,@,Huddersfield,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,34.3,0,DF,AWAY
,Hayden Carter,0,0,12/29/2023,24-012,eng ENG,Blackburn,@,Hull City,eng Championship,L 2-3,N,14,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,9/23/2023,23-280,eng ENG,Blackburn,@,Ipswich Town,eng Championship,L 3-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,8/28/2021,21-254,eng ENG,Blackburn,@,Middlesbrough,eng Championship,D 1-1,Y,78,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,9/22/2024,24-280,eng ENG,Blackburn,@,Preston,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,8/31/2022,22-257,eng ENG,Blackburn,@,Blackpool,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,5/4/2024,24-139,eng ENG,Blackburn,@,Leicester City,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,4/13/2024,24-118,eng ENG,Blackburn,@,Leeds United,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,5/8/2023,23-142,eng ENG,Blackburn,@,Millwall,eng Championship,W 4-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,10/15/2022,22-302,eng ENG,Blackburn,@,Middlesbrough,eng Championship,W 2-1,N,10,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,8/18/2021,21-244,eng ENG,Blackburn,@,Nott'ham Forest,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,11/25/2023,23-343,eng ENG,Blackburn,@,Stoke City,eng Championship,W 3-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,10/1/2024,24-289,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,2/15/2023,23-060,eng ENG,Blackburn,@,West Brom,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,1,12/2/2023,23-350,eng ENG,Blackburn,@,Sheffield Weds,eng Championship,L 1-3,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,13.0,0,DF,AWAY
,Hayden Carter,0,0,10/5/2024,24-293,eng ENG,Blackburn,@,Plymouth Argyle,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,2,9/2/2023,23-259,eng ENG,Blackburn,@,Plymouth Argyle,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,9.7,0,DF,AWAY
,Hayden Carter,0,2,10/4/2023,23-291,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,8.6,0,DF,AWAY
,Hayden Carter,0,1,4/1/2023,23-105,eng ENG,Blackburn,@,Birmingham City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,26.3,0,DF,AWAY
,Hayden Carter,0,0,4/22/2023,23-126,eng ENG,Blackburn,@,Preston,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,9/17/2022,22-274,eng ENG,Blackburn,@,Luton Town,eng Championship,L 0-2,Y,58,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,12/16/2023,23-364,eng ENG,Blackburn,@,Southampton,eng Championship,L 0-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,1,8/31/2024,24-258,eng ENG,Blackburn,@,Burnley,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,39.6,0,DF,AWAY
,Hayden Carter,0,0,8/27/2023,23-253,eng ENG,Blackburn,@,Watford,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,10/2/2021,21-289,eng ENG,Blackburn,@,Blackpool,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,9/28/2021,21-285,eng ENG,Blackburn,@,Huddersfield,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,10/29/2022,22-316,eng ENG,Blackburn,@,Hull City,eng Championship,W 1-0,N,28,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,2/11/2023,23-056,eng ENG,Blackburn,@,Watford,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,8/17/2024,24-244,eng ENG,Blackburn,@,Norwich City,eng Championship,D 2-2,Y,89,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,10/7/2023,23-294,eng ENG,Blackburn,@,QPR,eng Championship,W 4-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,3/10/2023,23-083,eng ENG,Blackburn,@,Stoke City,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,0,1/21/2023,23-035,eng ENG,Blackburn,@,Bristol City,eng Championship,D 1-1,N,16,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Hayden Carter,0,1,8/14/2021,21-240,eng ENG,Blackburn,@,Millwall,eng Championship,D 1-1,N,45,0,0,0,0,0,0,0,1,0.00,,0,0.0,9.4,0,DF,AWAY
,Scott Wharton,0,0,1/15/2022,24-104,eng ENG,Blackburn,@,Cardiff City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,0,8/27/2023,25-328,eng ENG,Blackburn,@,Watford,eng Championship,W 1-0,N,14,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,0,1/13/2024,26-102,eng ENG,Blackburn,@,West Brom,eng Championship,L 1-4,Y,61,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,0,5/7/2022,24-216,eng ENG,Blackburn,@,Birmingham City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,0,11/27/2021,24-055,eng ENG,Blackburn,@,Stoke City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,2,2/14/2022,24-134,eng ENG,Blackburn,@,West Brom,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,6.0,0,DF,AWAY
,Scott Wharton,0,0,4/25/2022,24-204,eng ENG,Blackburn,@,Preston,eng Championship,W 4-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,0,12/17/2022,25-075,eng ENG,Blackburn,@,Norwich City,eng Championship,W 2-0,N,32,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,0,4/1/2024,26-181,eng ENG,Blackburn,@,Sunderland,eng Championship,W 5-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,0,4/13/2024,26-193,eng ENG,Blackburn,@,Leeds United,eng Championship,W 1-0,Y,45,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,0,4/22/2023,25-201,eng ENG,Blackburn,@,Preston,eng Championship,D 1-1,N,2,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,0,12/2/2023,26-060,eng ENG,Blackburn,@,Sheffield Weds,eng Championship,L 1-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Scott Wharton,0,0,3/2/2024,26-151,eng ENG,Blackburn,@,Swansea City,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
