,,,,,,,,,,,,,,Performance,,,,,,,Standard,,,,,,,,
Rk,Player,Gls,Sh,Date,Age,Nation,Team,,Opp,Comp,Result,Start,Min,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Pos.,HOME/AWAY
,Danny Batth,1,1,1/1/2025,34-102,eng ENG,Blackburn,@,Leeds United,eng Championship,D 1-1,Y,90,1,0,1,1,0,0,0,1,1.00,1.00,1,100.0,5.4,0,DF,AWAY
,Arnór Sigurðsson,1,2,9/23/2023,24-131,is ISL,Blackburn,@,Ipswich Town,eng Championship,L 3-4,Y,45,1,0,1,1,0,0,0,2,0.50,0.50,2,100.0,10.1,0,"FW,MF",AWAY
,Harry Pickering,1,1,12/29/2023,25-000,eng ENG,Blackburn,@,Hull City,eng Championship,L 2-3,Y,90,1,0,1,1,0,0,0,1,1.00,1.00,1,100.0,15.5,0,DF,AWAY
,Amario Duberry,0,0,1/18/2025,19-234,eng ENG,Blackburn,@,Oxford United,eng Championship,L 0-1,Y,58,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",AWAY
,Amario Duberry,0,0,12/10/2024,19-195,eng ENG,Blackburn,@,Sheffield Weds,eng Championship,W 1-0,N,8,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",AWAY
,Amario Duberry,0,0,12/21/2024,19-206,eng ENG,Blackburn,@,Millwall,eng Championship,L 0-1,Y,60,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",AWAY
,Amario Duberry,0,2,10/1/2024,19-125,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-3,N,20,0,0,0,0,0,0,0,2,0.00,0.00,2,100.0,24.6,0,"FW,MF",AWAY
,Amario Duberry,0,1,10/5/2024,19-129,eng ENG,Blackburn,@,Plymouth Argyle,eng Championship,L 1-2,N,25,0,0,0,0,0,0,0,1,0.00,,0,0.0,5.9,0,"FW,MF",AWAY
,Amario Duberry,0,0,12/7/2024,19-192,eng ENG,Blackburn,@,Hull City,eng Championship,W 1-0,N,24,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",AWAY
,Amario Duberry,0,0,1/1/2025,19-217,eng ENG,Blackburn,@,Leeds United,eng Championship,D 1-1,N,10,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",AWAY
,Amario Duberry,0,0,9/22/2024,19-116,eng ENG,Blackburn,@,Preston,eng Championship,D 0-0,N,14,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",AWAY
,Amario Duberry,0,0,1/25/2025,19-241,eng ENG,Blackburn,@,Bristol City,eng Championship,L 1-2,N,6,0,0,0,0,0,0,0,0,,,0,,,0,"FW,MF",AWAY
,Semir Telalovic,0,2,12/2/2023,23-344,de GER,Blackburn,@,Sheffield Weds,eng Championship,L 1-3,N,12,0,0,0,0,0,0,0,2,0.00,,0,0.0,4.4,0,FW,AWAY
,Semir Telalovic,0,0,11/25/2023,23-337,de GER,Blackburn,@,Stoke City,eng Championship,W 3-0,N,1,0,0,0,0,0,0,0,0,,,0,,,0,FW,AWAY
,Semir Telalovic,0,0,12/26/2023,24-003,de GER,Blackburn,@,Huddersfield,eng Championship,L 0-3,N,29,0,0,0,0,0,0,0,0,,,0,,,0,FW,AWAY
,Semir Telalovic,0,1,12/29/2023,24-006,de GER,Blackburn,@,Hull City,eng Championship,L 2-3,Y,67,0,0,0,0,0,0,0,1,0.00,,0,0.0,16.9,0,FW,AWAY
,Semir Telalovic,0,1,2/13/2024,24-052,de GER,Blackburn,@,Birmingham City,eng Championship,L 0-1,N,9,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,6.9,0,FW,AWAY
,Semir Telalovic,0,0,3/16/2024,24-084,de GER,Blackburn,@,Middlesbrough,eng Championship,D 0-0,N,3,0,0,0,0,0,0,0,0,,,0,,,0,FW,AWAY
,Semir Telalovic,0,0,9/23/2023,23-274,de GER,Blackburn,@,Ipswich Town,eng Championship,L 3-4,N,9,0,0,0,0,0,0,0,0,,,0,,,0,FW,AWAY
,Semir Telalovic,0,0,10/4/2023,23-285,de GER,Blackburn,@,Coventry City,eng Championship,L 0-1,N,5,0,0,0,0,0,0,0,0,,,0,,,0,FW,AWAY
,Semir Telalovic,0,0,4/13/2024,24-112,de GER,Blackburn,@,Leeds United,eng Championship,W 1-0,N,1,0,0,0,0,0,0,0,0,,,0,,,0,FW,AWAY
,Joe Rothwell,0,1,4/25/2022,27-104,eng ENG,Blackburn,@,Preston,eng Championship,W 4-1,Y,86,0,1,1,0,0,0,0,1,0.00,0.00,1,100.0,24.6,0,MF,AWAY
,Joe Rothwell,0,0,1/19/2022,27-008,eng ENG,Blackburn,@,Hull City,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,1,11/20/2021,26-313,eng ENG,Blackburn,@,Bristol City,eng Championship,D 1-1,N,31,0,0,0,0,0,0,0,1,0.00,,0,0.0,14.8,0,MF,AWAY
,Joe Rothwell,0,2,2/23/2022,27-043,eng ENG,Blackburn,@,Sheffield Utd,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,30.4,0,MF,AWAY
,Joe Rothwell,0,0,2/14/2022,27-034,eng ENG,Blackburn,@,West Brom,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,0,8/14/2021,26-215,eng ENG,Blackburn,@,Millwall,eng Championship,D 1-1,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,0,3/19/2022,27-067,eng ENG,Blackburn,@,Reading,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,1,2/5/2022,27-025,eng ENG,Blackburn,@,Swansea City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,14.5,0,MF,AWAY
,Joe Rothwell,0,0,9/18/2021,26-250,eng ENG,Blackburn,@,Barnsley,eng Championship,D 0-0,Y,70,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,0,8/28/2021,26-229,eng ENG,Blackburn,@,Middlesbrough,eng Championship,D 1-1,Y,45,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,3,10/2/2021,26-264,eng ENG,Blackburn,@,Blackpool,eng Championship,L 1-2,Y,88,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,26.0,0,MF,AWAY
,Joe Rothwell,0,0,3/5/2022,27-053,eng ENG,Blackburn,@,Fulham,eng Championship,L 0-2,N,25,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,0,8/18/2021,26-219,eng ENG,Blackburn,@,Nott'ham Forest,eng Championship,W 2-1,Y,73,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,0,9/28/2021,26-260,eng ENG,Blackburn,@,Huddersfield,eng Championship,L 2-3,Y,74,0,1,1,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,0,4/2/2022,27-081,eng ENG,Blackburn,@,Coventry City,eng Championship,D 2-2,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,0,12/11/2021,26-334,eng ENG,Blackburn,@,Bournemouth,eng Championship,W 2-0,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,0,10/30/2021,26-292,eng ENG,Blackburn,@,Derby County,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Joe Rothwell,0,2,11/27/2021,26-320,eng ENG,Blackburn,@,Stoke City,eng Championship,W 1-0,Y,72,0,0,0,0,0,0,0,2,0.00,,0,0.0,26.4,0,MF,AWAY
,Joe Rothwell,0,1,10/19/2021,26-281,eng ENG,Blackburn,@,QPR,eng Championship,L 0-1,N,45,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,27.0,0,MF,AWAY
,Lewis Baker,0,0,12/10/2024,29-229,eng ENG,Blackburn,@,Sheffield Weds,eng Championship,W 1-0,N,8,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,Lewis Baker,0,0,10/1/2024,29-159,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-3,N,19,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,Lewis Baker,0,1,8/31/2024,29-128,eng ENG,Blackburn,@,Burnley,eng Championship,D 1-1,N,18,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,19.4,0,"MF,FW",AWAY
,Lewis Baker,0,1,12/7/2024,29-226,eng ENG,Blackburn,@,Hull City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,26.8,0,"MF,FW",AWAY
,Lewis Baker,0,0,1/1/2025,29-251,eng ENG,Blackburn,@,Leeds United,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,Lewis Baker,0,1,9/22/2024,29-150,eng ENG,Blackburn,@,Preston,eng Championship,D 0-0,Y,45,0,0,0,0,0,0,0,1,0.00,,0,0.0,16.2,0,"MF,FW",AWAY
,Lewis Baker,0,0,11/27/2024,29-216,eng ENG,Blackburn,@,Middlesbrough,eng Championship,W 1-0,N,9,0,0,0,0,0,0,0,0,,,0,,,0,"MF,FW",AWAY
,Thomas Kaminski,0,0,4/25/2022,29-184,be BEL,Blackburn,@,Preston,eng Championship,W 4-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,10/15/2022,29-357,be BEL,Blackburn,@,Middlesbrough,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,11/1/2022,30-009,be BEL,Blackburn,@,Coventry City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,8/17/2022,29-298,be BEL,Blackburn,@,Reading,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,1/21/2023,30-090,be BEL,Blackburn,@,Bristol City,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,11/13/2022,30-021,be BEL,Blackburn,@,Burnley,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,10/11/2022,29-353,be BEL,Blackburn,@,Wigan Athletic,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,8/6/2022,29-287,be BEL,Blackburn,@,Swansea City,eng Championship,W 3-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,8/31/2022,29-312,be BEL,Blackburn,@,Blackpool,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,9/17/2022,29-329,be BEL,Blackburn,@,Luton Town,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,10/4/2022,29-346,be BEL,Blackburn,@,Cardiff City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,12/17/2022,30-055,be BEL,Blackburn,@,Norwich City,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,12/26/2022,30-064,be BEL,Blackburn,@,Sunderland,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,10/29/2022,30-006,be BEL,Blackburn,@,Hull City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,1/14/2023,30-083,be BEL,Blackburn,@,Rotherham Utd,eng Championship,L 0-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,8/20/2022,29-301,be BEL,Blackburn,@,Sheffield Utd,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,1/29/2022,29-098,be BEL,Blackburn,@,Luton Town,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,2/5/2022,29-105,be BEL,Blackburn,@,Swansea City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,4/15/2022,29-174,be BEL,Blackburn,@,P'borough Utd,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,1/15/2022,29-084,be BEL,Blackburn,@,Cardiff City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,8/28/2021,28-309,be BEL,Blackburn,@,Middlesbrough,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,10/2/2021,28-344,be BEL,Blackburn,@,Blackpool,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,3/5/2022,29-133,be BEL,Blackburn,@,Fulham,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,8/18/2021,28-299,be BEL,Blackburn,@,Nott'ham Forest,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,4/2/2022,29-161,be BEL,Blackburn,@,Coventry City,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,10/30/2021,29-007,be BEL,Blackburn,@,Derby County,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,10/19/2021,28-361,be BEL,Blackburn,@,QPR,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,9/28/2021,28-340,be BEL,Blackburn,@,Huddersfield,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,2/23/2022,29-123,be BEL,Blackburn,@,Sheffield Utd,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,9/18/2021,28-330,be BEL,Blackburn,@,Barnsley,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,8/14/2021,28-295,be BEL,Blackburn,@,Millwall,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,11/20/2021,29-028,be BEL,Blackburn,@,Bristol City,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,3/19/2022,29-147,be BEL,Blackburn,@,Reading,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,11/27/2021,29-035,be BEL,Blackburn,@,Stoke City,eng Championship,W 1-0,Y,55,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,2/14/2022,29-114,be BEL,Blackburn,@,West Brom,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,5/7/2022,29-196,be BEL,Blackburn,@,Birmingham City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Thomas Kaminski,0,0,1/19/2022,29-088,be BEL,Blackburn,@,Hull City,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,GK,AWAY
,Darragh Lenihan,0,1,8/28/2021,27-165,ie IRL,Blackburn,@,Middlesbrough,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,16.1,0,DF,AWAY
,Darragh Lenihan,0,1,11/27/2021,27-256,ie IRL,Blackburn,@,Stoke City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,5.9,0,DF,AWAY
,Darragh Lenihan,0,0,9/18/2021,27-186,ie IRL,Blackburn,@,Barnsley,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Darragh Lenihan,0,0,10/19/2021,27-217,ie IRL,Blackburn,@,QPR,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Darragh Lenihan,0,0,1/15/2022,27-305,ie IRL,Blackburn,@,Cardiff City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Darragh Lenihan,0,2,1/19/2022,27-309,ie IRL,Blackburn,@,Hull City,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,13.4,0,DF,AWAY
,Darragh Lenihan,0,1,4/15/2022,28-030,ie IRL,Blackburn,@,P'borough Utd,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,12.0,0,DF,AWAY
,Darragh Lenihan,0,0,8/14/2021,27-151,ie IRL,Blackburn,@,Millwall,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Darragh Lenihan,0,1,1/29/2022,27-319,ie IRL,Blackburn,@,Luton Town,eng Championship,D 0-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,17.7,0,DF,AWAY
,Darragh Lenihan,0,0,11/20/2021,27-249,ie IRL,Blackburn,@,Bristol City,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Darragh Lenihan,0,3,3/19/2022,28-003,ie IRL,Blackburn,@,Reading,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,3,0.00,0.00,1,33.3,12.5,0,DF,AWAY
,Darragh Lenihan,0,1,10/30/2021,27-228,ie IRL,Blackburn,@,Derby County,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,10.5,0,DF,AWAY
,Darragh Lenihan,0,1,12/11/2021,27-270,ie IRL,Blackburn,@,Bournemouth,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,4.3,0,DF,AWAY
,Darragh Lenihan,0,4,2/5/2022,27-326,ie IRL,Blackburn,@,Swansea City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,4,0.00,,0,0.0,11.2,0,DF,AWAY
,Darragh Lenihan,0,0,3/5/2022,27-354,ie IRL,Blackburn,@,Fulham,eng Championship,L 0-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Darragh Lenihan,0,1,2/23/2022,27-344,ie IRL,Blackburn,@,Sheffield Utd,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,11.1,0,DF,AWAY
,Clinton Mola,0,0,11/13/2022,21-243,eng ENG,Blackburn,@,Burnley,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Tyler Morton,0,0,8/20/2022,19-293,eng ENG,Blackburn,@,Sheffield Utd,eng Championship,L 0-3,N,19,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,1,11/1/2022,20-001,eng ENG,Blackburn,@,Coventry City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,32.6,0,MF,AWAY
,Tyler Morton,0,0,8/6/2022,19-279,eng ENG,Blackburn,@,Swansea City,eng Championship,W 3-0,N,2,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,1,1/14/2023,20-075,eng ENG,Blackburn,@,Rotherham Utd,eng Championship,L 0-4,Y,90,0,0,0,0,0,0,0,1,0.00,,0,0.0,31.0,0,MF,AWAY
,Tyler Morton,0,0,8/17/2022,19-290,eng ENG,Blackburn,@,Reading,eng Championship,L 0-3,N,1,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,0,1/21/2023,20-082,eng ENG,Blackburn,@,Bristol City,eng Championship,D 1-1,Y,90,0,1,1,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,0,3/10/2023,20-130,eng ENG,Blackburn,@,Stoke City,eng Championship,L 2-3,N,32,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,2,10/15/2022,19-349,eng ENG,Blackburn,@,Middlesbrough,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,32.0,0,MF,AWAY
,Tyler Morton,0,0,2/11/2023,20-103,eng ENG,Blackburn,@,Watford,eng Championship,D 1-1,Y,59,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,0,10/29/2022,19-363,eng ENG,Blackburn,@,Hull City,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,0,10/4/2022,19-338,eng ENG,Blackburn,@,Cardiff City,eng Championship,L 0-1,N,34,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,1,4/22/2023,20-173,eng ENG,Blackburn,@,Preston,eng Championship,D 1-1,Y,88,0,0,0,0,0,0,0,1,0.00,,0,0.0,22.8,1,MF,AWAY
,Tyler Morton,0,0,10/11/2022,19-345,eng ENG,Blackburn,@,Wigan Athletic,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,0,4/10/2023,20-161,eng ENG,Blackburn,@,Huddersfield,eng Championship,D 2-2,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,0,12/17/2022,20-047,eng ENG,Blackburn,@,Norwich City,eng Championship,W 2-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,0,11/13/2022,20-013,eng ENG,Blackburn,@,Burnley,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,1,12/26/2022,20-056,eng ENG,Blackburn,@,Sunderland,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,1,0.00,0.00,1,100.0,22.3,0,MF,AWAY
,Tyler Morton,0,0,9/17/2022,19-321,eng ENG,Blackburn,@,Luton Town,eng Championship,L 0-2,Y,69,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,0,2/15/2023,20-107,eng ENG,Blackburn,@,West Brom,eng Championship,D 1-1,Y,81,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,2,8/31/2022,19-304,eng ENG,Blackburn,@,Blackpool,eng Championship,W 1-0,Y,90,0,0,0,0,0,0,0,2,0.00,0.00,1,50.0,22.8,0,MF,AWAY
,Tyler Morton,0,0,4/1/2023,20-152,eng ENG,Blackburn,@,Birmingham City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Tyler Morton,0,0,2/25/2023,20-117,eng ENG,Blackburn,@,QPR,eng Championship,W 3-1,N,11,0,0,0,0,0,0,0,0,,,0,,,0,MF,AWAY
,Daniel Ayala,0,0,8/28/2021,30-294,es ESP,Blackburn,@,Middlesbrough,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,8/14/2021,30-280,es ESP,Blackburn,@,Millwall,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,1/15/2022,31-069,es ESP,Blackburn,@,Cardiff City,eng Championship,W 1-0,N,12,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,12/17/2022,32-040,es ESP,Blackburn,@,Norwich City,eng Championship,W 2-0,Y,58,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,2,12/26/2022,32-049,es ESP,Blackburn,@,Sunderland,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,2,0.00,,0,0.0,8.6,0,DF,AWAY
,Daniel Ayala,0,0,1/19/2022,31-073,es ESP,Blackburn,@,Hull City,eng Championship,L 0-2,N,23,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,12/11/2021,31-034,es ESP,Blackburn,@,Bournemouth,eng Championship,W 2-0,N,24,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,10/11/2022,31-338,es ESP,Blackburn,@,Wigan Athletic,eng Championship,L 0-1,Y,67,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,1/21/2023,32-075,es ESP,Blackburn,@,Bristol City,eng Championship,D 1-1,Y,73,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,10/29/2022,31-356,es ESP,Blackburn,@,Hull City,eng Championship,W 1-0,N,29,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,8/17/2022,31-283,es ESP,Blackburn,@,Reading,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,10/4/2022,31-331,es ESP,Blackburn,@,Cardiff City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,11/1/2022,31-359,es ESP,Blackburn,@,Coventry City,eng Championship,L 0-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,1/14/2023,32-068,es ESP,Blackburn,@,Rotherham Utd,eng Championship,L 0-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,8/20/2022,31-286,es ESP,Blackburn,@,Sheffield Utd,eng Championship,L 0-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,5/7/2022,31-181,es ESP,Blackburn,@,Birmingham City,eng Championship,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,9/28/2021,30-325,es ESP,Blackburn,@,Huddersfield,eng Championship,L 2-3,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,1/29/2022,31-083,es ESP,Blackburn,@,Luton Town,eng Championship,D 0-0,N,15,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,0,8/14/2021,30-280,es ESP,Blackburn,@,Millwall,eng Championship,D 1-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,DF,AWAY
,Daniel Ayala,0,5,10/2/2021,30-329,es ESP,Blackburn,@,Blackpool,eng Championship,L 1-2,Y,90,0,0,0,0,0,0,0,5,0.00,0.00,2,40.0,10.5,0,DF,AWAY
